Región,ID_Región,Comuna,Población,Número de Casos Confirmados,Tasa incidencia acumulada,Número de Fallecidos,Tasa de mortalidad,Número de Casos Actuales,Tasa de Incidencia Actual,Número de Casos Activos,Tasa de Incidencia Activos,Confirmados/100kHab
Los Ríos,14,Futrono,15261,53,347.3,0,0.0,16,104.8,16,104.8,347.290479
Los Ríos,14,La Unión,39538,59,149.2,1,2.5,9,22.8,9,22.8,149.22353180000002
Los Ríos,14,Lago Ranco,10292,2,19.4,0,0.0,0,0.0,0,0.0,19.43256899
Los Ríos,14,Lanco,17652,15,85.0,0,0.0,6,34.0,6,34.0,84.97620666
Los Ríos,14,Los Lagos,20518,38,185.2,1,4.9,14,68.2,14,68.2,185.2032362
Los Ríos,14,Máfil,7389,8,108.3,0,0.0,3,40.6,3,40.6,108.2690486
Los Ríos,14,Mariquina,23250,16,68.8,0,0.0,1,4.3,1,4.3,68.8172043
Los Ríos,14,Paillaco,20798,25,120.2,0,0.0,0,0.0,0,0.0,120.2038658
Los Ríos,14,Panguipulli,35991,33,91.7,1,2.8,16,44.5,16,44.5,91.68958906
Los Ríos,14,Río Bueno,32925,18,54.7,0,0.0,1,3.0,1,3.0,54.66970387
Los Ríos,14,Valdivia,176774,200,113.1,6,3.4,20,11.3,20,11.3,113.13881
Los Lagos,10,Ancud,42458,87,204.9,0,0.0,3,7.1,3,7.1,204.90838
Los Lagos,10,Calbuco,36744,9,24.5,0,0.0,1,2.7,1,2.7,24.49379491
Los Lagos,10,Castro,47607,9,18.9,0,0.0,1,2.1,1,2.1,18.90478291
Los Lagos,10,Chaitén,5020,1,19.9,0,0.0,0,0.0,0,0.0,19.92031873
Los Lagos,10,Chonchi,16013,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Los Lagos,10,Cochamó,4006,1,25.0,0,0.0,0,0.0,0,0.0,24.96255617
Los Lagos,10,Curaco de Vélez,4066,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Los Lagos,10,Dalcahue,15069,6,39.8,0,0.0,0,0.0,0,0.0,39.81684252
Los Lagos,10,Fresia,12656,1,7.9,0,0.0,1,7.9,1,7.9,7.901390645
Los Lagos,10,Frutillar,20223,13,64.3,0,0.0,1,4.9,1,4.9,64.28324185
Los Lagos,10,Futaleufú,2806,1,35.6,0,0.0,0,0.0,0,0.0,35.63791875
Los Lagos,10,Hualaihué,9525,4,42.0,0,0.0,0,0.0,0,0.0,41.99475066
Los Lagos,10,Llanquihue,18621,8,43.0,0,0.0,2,10.7,2,10.7,42.96224693
Los Lagos,10,Los Muermos,17817,3,16.8,0,0.0,1,5.6,1,5.6,16.83785149
Los Lagos,10,Maullín,14894,15,100.7,0,0.0,0,0.0,0,0.0,100.71169599999999
Los Lagos,10,Osorno,173410,414,238.7,10,5.8,30,17.3,30,17.3,238.7405571
Los Lagos,10,Palena,1827,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Los Lagos,10,Puerto Montt,269398,248,92.1,0,0.0,77,28.6,77,28.6,92.0571051
Los Lagos,10,Puerto Octay,9192,5,54.4,0,0.0,0,0.0,0,0.0,54.3951262
Los Lagos,10,Puerto Varas,48620,45,92.6,0,0.0,19,39.1,19,39.1,92.55450432
Los Lagos,10,Puqueldón,4201,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Los Lagos,10,Purranque,21080,68,322.6,0,0.0,3,14.2,3,14.2,322.5806452
Los Lagos,10,Puyehue,11787,10,84.8,0,0.0,0,0.0,0,0.0,84.83922966
Los Lagos,10,Queilén,5543,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Los Lagos,10,Quellón,29309,1,3.4,0,0.0,0,0.0,0,0.0,3.411921253
Los Lagos,10,Quemchi,8783,14,159.4,0,0.0,1,11.4,1,11.4,159.3988387
Los Lagos,10,Quinchao,8298,1,12.1,0,0.0,0,0.0,0,0.0,12.05109665
Los Lagos,10,Río Negro,14275,32,224.2,0,0.0,0,0.0,0,0.0,224.1681261
Los Lagos,10,San Juan de la Costa,7639,40,523.6,1,13.1,6,78.5,6,78.5,523.6287472
Los Lagos,10,San Pablo,10553,12,113.7,1,9.5,0,0.0,0,0.0,113.71174070000001
Aysén,11,Aysén,25002,4,16.0,0,0.0,0,0.0,0,0.0,15.9987201
Aysén,11,Chile Chico,5121,1,19.5,0,0.0,0,0.0,0,0.0,19.52743605
Aysén,11,Cisnes,5828,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Aysén,11,Cochrane,3685,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Aysén,11,Coyhaique,61210,13,21.2,0,0.0,2,3.3,2,3.3,21.23835975
Aysén,11,Guaitecas,1599,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Aysén,11,Lago Verde,920,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Aysén,11,O'Higgins,661,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Aysén,11,Río Ibáñez,2699,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Aysén,11,Tortel,572,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Magallanes,12,Antártica,137,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Magallanes,12,Cabo de Hornos,1983,21,1059.0,0,0.0,0,0.0,0,0.0,1059.0015130000002
Magallanes,12,Laguna Blanca,264,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Magallanes,12,Natales,23782,14,58.9,0,0.0,0,0.0,0,0.0,58.86805147
Magallanes,12,Porvenir,7323,9,122.9,0,0.0,0,0.0,0,0.0,122.9004506
Magallanes,12,Primavera,694,2,288.2,0,0.0,1,144.1,1,144.1,288.184438
Magallanes,12,Punta Arenas,141984,1058,745.2,16,11.3,42,29.6,42,29.6,745.1543836
Magallanes,12,Río Verde,211,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Magallanes,12,San Gregorio,681,2,293.7,0,0.0,0,0.0,0,0.0,293.6857562
Magallanes,12,Timaukel,282,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Magallanes,12,Torres del Paine,1021,0,0.0,0,0.0,0,0.0,0,0.0,0.0
